city,team1,team2,toss_winner,toss_decision,winner,first_innings_score,second_innings_score
-1,5,6,6,2,5.0,0.80200053462369,0.5973233148499358
-1,9,0,9,1,9.0,0.7244510986267996,0.6893261968751973
-1,7,8,7,1,8.0,0.7025596109834729,0.7116248962864855
-1,1,3,3,2,1.0,0.7370205305753105,0.6758703555494113
-1,6,0,6,1,0.0,0.7031675589124661,0.7110241796824377
-1,5,9,5,1,5.0,0.7685225995058936,0.6398226426508397
-1,1,8,8,2,1.0,0.8209901346175386,0.5709423778812324
-1,5,7,5,1,5.0,0.8188351394109185,0.5740287575251799
-1,3,0,3,1,3.0,0.7306212598466907,0.6827829630710145
-1,9,6,9,1,9.0,0.8371155952136768,0.547026032515868
-1,1,7,7,2,1.0,0.8015570834916893,0.5979182568748818
-1,3,6,3,1,3.0,0.7135639703685389,0.7005900799982019
-1,8,0,8,1,8.0,0.7898523141573855,0.6132970909927935
-1,9,7,9,1,7.0,0.7026736398436252,0.7115123019800229
-1,1,5,1,1,5.0,0.7027820897865867,0.7114051829128025
-1,8,3,8,1,8.0,0.8671464062733538,0.49805332052623397
-1,0,9,0,1,0.0,0.7525766947068778,0.6585046078685182
-1,1,7,1,1,1.0,0.7382881344327658,0.6744854561484527
-1,8,6,8,1,6.0,0.7030077142592762,0.7111822225646166
-1,3,5,3,1,5.0,0.7023771277714427,0.7118050086811265
-1,0,1,0,1,1.0,0.7031893818579951,0.7110025972119728
-1,7,8,7,1,8.0,0.7031454914691535,0.7110460026092563
-1,3,9,9,2,3.0,0.7028083782532835,0.7113792121344211
-1,5,6,5,1,6.0,0.7031231753960862,0.7110680700333301
-1,0,7,0,1,7.0,0.7015172645143206,0.7126524591891511
-1,1,6,1,1,6.0,0.7028343490605733,0.7113535532916105
-1,3,8,3,1,8.0,0.6988373666306947,0.7152805987867111
-1,7,9,9,2,9.0,0.7025596109834729,0.7116248962864855
-1,0,5,5,2,5.0,0.7009849862549792,0.7131760294941962
-1,3,1,1,2,3.0,0.8221921916437787,0.5692099788303082
-1,6,9,9,2,6.0,0.7441675938424905,0.6679929582523143
-1,5,7,5,1,7.0,0.7035083429943925,0.7106869995555597
-1,8,0,8,1,0.0,0.702280281445106,0.7119005592731212
-1,3,6,6,2,6.0,0.7024085519692114,0.7117739993288008
-1,9,1,1,2,9.0,0.8592111341077855,0.5116211753096359
-1,8,5,5,2,5.0,0.7028343490605733,0.7113535532916105
-1,3,0,0,2,0.0,0.7030313388330883,0.7111588687617946
-1,6,7,7,2,7.0,0.7033154053030363,0.7108779365428538
-1,8,9,9,2,9.0,0.7012872659320248,0.7128787909887525
-1,1,5,5,2,5.0,0.700765396045594,0.713391799577947
-1,6,0,0,2,0.0,0.7025301812897969,0.7116539498779761
-1,3,7,7,2,3.0,0.8260452551376348,0.5636037938699487
-1,8,1,1,2,1.0,0.7025003681833333,0.7116833795321351
-1,5,9,9,2,9.0,0.7024085519692114,0.7117739993288008
-1,5,1,1,2,5.0,0.8148276657657669,0.5797032646990282
-1,8,9,9,2,9.0,0.7017703527782003,0.7124032369112033
-1,1,9,1,1,1.0,0.7413508754405108,0.6711176346093045
-1,1,5,1,1,5.0,0.7026173493413279,0.7115678888233831
0,5,8,8,2,8.0,0.702701259061168,0.7114850247994325
5,0,1,1,2,1.0,0.7033754245742967,0.710818550760268
0,3,9,9,2,3.0,0.7280862858097518,0.6854854924910961
5,6,7,7,2,6.0,0.7151140079520703,0.6990078366017984
0,5,3,3,2,5.0,0.7329640932319081,0.6802673283590259
0,8,9,9,2,8.0,0.7237935870312945,0.6900165529698341
5,1,7,7,2,7.0,0.7023452803945737,0.7118364328323381
5,6,0,0,2,0.0,0.7005294672638185,0.7136234759977216
0,5,9,5,1,5.0,0.7406055035628791,0.6719400926365194
0,8,3,8,1,8.0,0.777156579315502,0.6293072788603578
5,6,1,1,2,1.0,0.7035083429943925,0.7106869995555597
5,0,7,7,2,0.0,0.7974612556952559,0.6033701564255111
0,5,1,5,1,1.0,0.7020015154756069,0.7121754504824996
0,6,9,6,1,9.0,0.7012872659320248,0.7128787909887525
5,0,3,3,2,0.0,0.7381238492887485,0.6746652378114354
5,7,8,8,2,8.0,0.7031454914691535,0.7110460026092563
0,5,6,6,2,6.0,0.7017703527782003,0.7124032369112033
5,3,7,7,2,7.0,0.7018496983061259,0.7123250669375606
5,0,8,0,1,0.0,0.8440233157334809,0.536306481872316
0,1,9,1,1,1.0,0.702701259061168,0.7114850247994325
2,6,3,3,2,3.0,0.7014274816167628,0.7127408280944525
2,8,1,1,2,8.0,0.711229747150422,0.7029596338114635
1,9,0,9,1,0.0,0.7030077142592762,0.7111822225646166
1,7,5,5,2,5.0,0.7030077142592762,0.7111822225646166
2,3,1,1,2,1.0,0.7025596109834729,0.7116248962864855
2,6,8,8,2,6.0,0.7787539090832829,0.6273295378726446
1,0,5,5,2,5.0,0.7038853879481767,0.7103135650070642
1,7,9,9,2,7.0,0.8013033975071939,0.5982581927089909
2,6,1,1,2,1.0,0.7028853604521851,0.7113031492001155
-1,0,5,0,1,0.0,0.7558479086147142,0.6547472329401346
-1,8,3,8,1,3.0,0.6995447848162134,0.7145887586832287
-1,7,6,6,2,7.0,0.7128320587294124,0.7013347674595831
-1,9,1,9,1,1.0,0.701888492813689,0.7122868408553733
-1,5,3,3,2,3.0,0.7025886646132301,0.7115962115954511
-1,8,0,0,2,0.0,0.7026173493413279,0.7115678888233831
-1,1,7,7,2,1.0,0.7882556182955367,0.6153479342823222
-1,6,9,9,2,6.0,0.7241379310344828,0.6896551724137931
-1,3,0,3,1,0.0,0.7030077142592762,0.7111822225646166
-1,8,5,5,2,8.0,0.8312790756252288,0.5558552855084361
-1,7,9,7,1,9.0,0.7028343490605733,0.7113535532916105
-1,1,3,3,2,3.0,0.7016042529953588,0.7125668194484112
-1,6,5,5,2,5.0,0.7019267189718641,0.7122491707214503
-1,7,8,8,2,8.0,0.7024085519692114,0.7117739993288008
-1,9,0,0,2,0.0,0.701888492813689,0.7122868408553733
-1,3,6,6,2,6.0,0.7028600079314319,0.7113282007980757
-1,0,7,7,2,7.0,0.703395010941708,0.7107991689516207
-1,5,1,1,2,1.0,0.7016885755159995,0.7124837843700919
-1,8,6,8,1,8.0,0.7222614850860599,0.6916200887490757
-1,9,3,9,1,3.0,0.7010375280810152,0.7131243820134464
-1,0,1,1,2,1.0,0.7019643891790419,0.7122120444955242
-1,7,5,5,2,5.0,0.6993795241800348,0.7147505027334421
-1,9,8,8,2,9.0,0.7196633887528546,0.6943231285855006
-1,0,6,6,2,6.0,0.701888492813689,0.7122868408553733
-1,3,7,7,2,3.0,0.8965023604999744,0.4430389572238246
-1,5,9,5,1,5.0,0.7741034216274526,0.6330591541275353
-1,1,8,8,2,8.0,0.7028343490605733,0.7113535532916105
-1,1,0,0,2,0.0,0.7030313388330883,0.7111588687617946
-1,8,3,8,1,3.0,0.7020381095567656,0.7121393773201723
-1,1,3,3,2,3.0,0.7019267189718641,0.7122491707214503
-1,0,3,3,2,0.0,0.7600899697441449,0.6498178497812637
5,0,3,3,2,3.0,0.7017703527782003,0.7124032369112033
5,5,1,1,2,1.0,0.7031454914691535,0.7110460026092563
5,8,6,6,2,6.0,0.7036825952557098,0.7105144651125613
5,4,2,2,2,2.0,0.7026736398436252,0.7115123019800229
-1,7,9,9,2,7.0,0.8168605592304125,0.5768351816366419
5,3,8,8,2,8.0,0.7016467397821332,0.7125249838097633
5,0,4,4,2,4.0,0.7037635425467845,0.710434287025901
5,6,3,3,2,3.0,0.7020015154756069,0.7121754504824996
5,7,5,5,2,7.0,0.7520961849364323,0.659053357933987
-1,2,1,1,2,2.0,0.7385784511111736,0.6741675396770597
5,6,0,0,2,6.0,0.8207203183699415,0.5713301663790753
5,4,9,9,2,4.0,0.734637746087185,0.6784595655040474
5,7,8,8,2,8.0,0.7029596338114635,0.711229747150422
-1,5,3,3,2,3.0,0.7027554777966536,0.7114314713496986
5,1,4,4,2,4.0,0.7024085519692114,0.7117739993288008
5,6,2,2,2,2.0,0.703395010941708,0.7107991689516207
5,0,9,9,2,9.0,0.7025596109834729,0.7116248962864855
-1,5,8,8,2,8.0,0.7024701641224861,0.711713192597782
5,1,3,3,2,1.0,0.7840458244617614,0.6207029443655611
5,7,4,4,2,7.0,0.7156768185083165,0.6984315939659476
5,2,9,9,2,9.0,0.7027820897865867,0.7114051829128025
5,0,8,8,2,0.0,0.7472193070519703,0.6645775403734113
-1,6,5,5,2,6.0,0.7305667517422091,0.6828412855479944
5,2,7,7,2,2.0,0.7796850247380018,0.626171911059017
5,3,9,9,2,9.0,0.7031006064676614,0.711090386086612
5,4,5,5,2,4.0,0.7414479453949584,0.6710103905824373
5,8,1,1,2,8.0,0.73941156831311,0.6732536911482527
5,6,9,9,2,9.0,0.7024701641224861,0.711713192597782
-1,0,2,2,2,2.0,0.7029596338114635,0.711229747150422
5,7,3,3,2,7.0,0.7201979316012999,0.6937686497076742
5,8,4,4,2,8.0,0.744920086565872,0.6671537039024019
5,6,1,1,2,1.0,0.7010375280810152,0.7131243820134464
5,5,0,0,2,0.0,0.7025886646132301,0.7115962115954511
5,7,1,1,2,7.0,0.732910537567934,0.6803250281460195
5,2,3,2,1,2.0,0.7276554990472835,0.685942763433108
5,8,9,9,2,9.0,0.6969341436400659,0.7171351333107924
5,4,5,5,2,4.0,0.7880950672007648,0.6155535436124318
5,6,0,0,2,6.0,0.7300213986321196,0.6834242880811332
-1,7,8,8,2,7.0,0.7834976790895338,0.6213947110020441
5,9,2,2,2,2.0,0.7035083429943925,0.7106869995555597
5,3,1,1,2,1.0,0.7023130012327302,0.7118682801610667
-1,4,6,6,2,4.0,0.7568230077691596,0.6536198703460924
5,8,2,8,1,2.0,0.7029838142009827,0.7112058471156141
5,7,5,5,2,5.0,0.7026736398436252,0.7115123019800229
5,4,1,4,1,4.0,0.7198442954206851,0.694135570584232
-1,0,9,9,2,0.0,0.7318939744313496,0.6814185279188428
5,7,3,3,2,3.0,0.7025003681833333,0.7116833795321351
5,2,6,2,1,6.0,0.7022134834058589,0.7119664484531625
-1,8,0,0,2,8.0,0.7360996206938664,0.6768732144311415
5,1,9,9,2,1.0,0.7454287439653926,0.6665853191228992
5,5,2,2,2,5.0,0.7191229524372543,0.6948828529168974
5,6,7,6,1,7.0,0.703395010941708,0.7107991689516207
-1,4,3,3,2,4.0,0.868544952606259,0.49561039668492746
5,8,9,8,1,8.0,0.839336724356591,0.5436118681066003
5,0,1,1,2,0.0,0.8725772005334023,0.48847623187755057
5,3,5,5,2,3.0,0.8266485342224058,0.5627185805248907
-1,2,4,2,1,2.0,0.8704510104654015,0.49225505419422705
5,7,1,1,2,1.0,0.7027285362744408,0.7114580833089058
5,0,5,5,2,5.0,0.6999285823596569,0.7142128391425071
5,6,8,8,2,6.0,0.8045740795857671,0.5938522968371138
-1,3,9,3,1,3.0,0.8226910363572887,0.5684887498423961
5,0,2,0,1,2.0,0.7018496983061259,0.7123250669375606
5,7,4,7,1,7.0,0.7580595646092233,0.6521853237420133
5,1,6,6,2,1.0,0.7479249036955814,0.6637833520298285
5,9,5,5,2,9.0,0.7144337173654568,0.6997031252548288
5,4,3,4,1,4.0,0.7121513445233447,0.7020259699566621
5,2,8,2,1,8.0,0.7029351681296114,0.7112539275157607
5,0,7,0,1,7.0,0.7024395613665727,0.711743396616461
5,1,5,5,2,5.0,0.702701259061168,0.7114850247994325
5,9,6,9,1,6.0,0.7026456721493012,0.7115399211638492
3,7,2,2,2,2.0,0.7033754245742967,0.710818550760268
3,8,4,4,2,8.0,0.7330444843864028,0.6801806994546911
2,8,7,7,2,7.0,0.7026456721493012,0.7115399211638492
2,7,2,7,1,2.0,0.70172977504731,0.7124432067274217
2,0,2,2,2,2.0,0.7031675589124661,0.7110241796824377
6,6,3,3,2,6.0,0.7257049794364753,0.6880060194657494
4,4,1,1,2,4.0,0.8049515353497113,0.5933405647165398
9,7,9,9,2,7.0,0.8414464055150531,0.5403405839336861
8,5,8,8,2,8.0,0.7030077142592762,0.7111822225646166
0,0,4,4,2,0.0,0.7284942418827252,0.6850519247062323
1,1,2,2,2,2.0,0.7027820897865867,0.7114051829128025
7,6,7,7,2,6.0,0.7179003934510549,0.6961458360737502
3,3,8,8,2,3.0,0.8574929257125442,0.5144957554275266
4,9,4,9,1,4.0,0.7013347674595832,0.7128320587294125
7,7,1,1,2,7.0,0.8153829846202769,0.5789219190803966
5,5,0,0,2,0.0,0.7026456721493012,0.7115399211638492
2,2,3,2,1,3.0,0.7036659331372899,0.7105309666313122
9,6,9,9,2,9.0,0.7022134834058589,0.7119664484531625
8,8,4,4,2,4.0,0.7037948599121373,0.7104032623526269
1,1,5,5,2,5.0,0.7030313388330883,0.7111588687617946
0,7,0,0,2,7.0,0.7151872024010241,0.6989329478010008
6,6,2,2,2,2.0,0.7025301812897969,0.7116539498779761
3,9,3,3,2,9.0,0.7450711016969831,0.6669850473706617
8,8,1,1,2,8.0,0.7571147703140485,0.6532818875281219
4,4,6,6,2,6.0,0.702701259061168,0.7114850247994325
5,3,5,5,2,5.0,0.7033154053030363,0.7108779365428538
2,2,7,7,2,7.0,0.7031454914691535,0.7110460026092563
8,0,8,8,2,0.0,0.721260320397158,0.6926640962404426
9,5,9,9,2,5.0,0.7350954238944571,0.6779636551979967
7,4,7,7,2,4.0,0.7326251240543231,0.680632373314984
6,8,6,6,2,8.0,0.7592566023652966,0.6507913734559685
1,3,1,1,2,1.0,0.7016042529953588,0.7125668194484112
0,9,0,0,2,0.0,0.701888492813689,0.7122868408553733
4,2,4,2,1,2.0,0.7281999926928029,0.685364699004991
5,6,5,5,2,6.0,0.7304900913464081,0.6829232947005955
8,8,7,7,2,8.0,0.7221464083613589,0.6917402437987754
3,0,3,3,2,0.0,0.7853936154403165,0.6189966630165207
9,1,9,1,1,1.0,0.7268741168911591,0.6867707173385434
2,2,5,5,2,2.0,0.807391122257898,0.59001658934231
8,3,8,8,2,3.0,0.7467940368539223,0.6650553860539905
7,7,0,7,1,7.0,0.7666712041012423,0.6420399246168039
6,4,6,6,2,4.0,0.7888580436565562,0.6145754526161542
3,3,2,2,2,2.0,0.7031893818579951,0.7110025972119728
1,9,1,9,1,9.0,0.7251822942374672,0.6885569258416355
0,0,6,0,1,6.0,0.7035976309449103,0.7105986023970985
5,7,5,7,1,5.0,0.7037948599121373,0.7104032623526269
4,8,4,8,1,8.0,0.7617912977726993,0.6478225209405633
2,1,2,1,1,1.0,0.7234809136840283,0.6903443832862867
6,6,5,5,2,5.0,0.7038255960088933,0.7103728108554875
9,3,9,3,1,3.0,0.7195456116844607,0.6944451833698865
7,7,2,7,1,2.0,0.7011898782285618,0.7129745820643361
0,5,0,0,2,0.0,0.7020741827848284,0.7121038139674688
1,8,1,8,1,1.0,0.7032323103308193,0.7109601379168723
2,2,4,4,2,2.0,0.8,0.6
7,7,9,7,1,9.0,0.7038255960088933,0.7103728108554875
3,6,3,6,1,3.0,0.7031893818579951,0.7110025972119728
5,8,5,5,2,5.0,0.7035801295960805,0.7106159308920413
0,0,1,0,1,0.0,0.7682212795973759,0.6401843996644799
3,3,7,7,2,7.0,0.7024085519692114,0.7117739993288008
5,5,2,2,2,5.0,0.7536415938141726,0.6572855909520866
9,9,4,9,1,4.0,0.7032534236766906,0.7109392534436489
1,6,1,1,2,6.0,0.7772448707074855,0.6291982286679645
7,8,7,8,1,8.0,0.9458977303365622,0.3244649191270766
0,0,3,0,1,3.0,0.7022471119478896,0.7119332790092399
2,2,9,9,2,2.0,0.7752349855172893,0.6316729511622358
4,4,5,5,2,4.0,0.7191229524372543,0.6948828529168974
6,1,6,6,2,1.0,0.7340139444099378,0.679134397164335
9,9,8,8,2,8.0,0.7033356251151295,0.7108579312660934
6,6,7,7,2,7.0,0.7033556304069442,0.7108381371134009
1,0,1,0,1,0.0,0.8377593720158102,0.5460395906888763
3,4,3,3,2,4.0,0.7111129549946862,0.7030777803619778
5,9,5,5,2,5.0,0.7035976309449103,0.7105986023970985
8,8,2,2,2,2.0,0.7035445979201052,0.7106511090102072
0,0,2,2,2,0.0,0.7405208562586175,0.6720333782231385
0,5,4,5,1,5.0,0.8755078962794679,0.4832038116077938
2,2,5,5,2,2.0,0.8073911222578979,0.59001658934231
2,2,0,0,2,0.0,0.7029838142009827,0.7112058471156141
0,8,0,8,1,0.0,0.703054692658077,0.7111357810794342
6,1,6,6,2,6.0,0.7030777803619778,0.7111129549946862
3,3,9,9,2,3.0,0.715614954676237,0.6984949796839826
7,7,4,7,1,7.0,0.7463470823221304,0.6655569342357143
2,2,5,5,2,2.0,0.7218992881601598,0.6919981342126975
8,6,8,8,2,8.0,0.7031231753960862,0.7110680700333301
0,0,2,2,2,0.0,0.8227641336465474,0.5683829522292574
9,9,5,5,2,9.0,0.7488937172321077,0.6626901238816493
7,7,1,1,2,7.0,0.7322323930364293,0.6810548601897971
8,8,3,3,2,3.0,0.7032534236766906,0.7109392534436489
4,4,6,4,1,4.0,0.7469970385734607,0.6648273643303799
2,9,2,9,1,2.0,0.7027820897865867,0.7114051829128025
-1,1,0,1,1,1.0,0.746765204687931,0.6650877604251885
5,5,7,7,2,7.0,0.7015172645143206,0.7126524591891511
8,4,8,8,2,4.0,0.7654562469906384,0.6434879438987234
-1,3,1,3,1,3.0,0.8544402147143674,0.5195497276285165
2,2,6,6,2,6.0,0.7035801295960805,0.7106159308920413
9,0,9,9,2,9.0,0.7028600079314319,0.7113282007980757
7,8,7,7,2,7.0,0.7032743081666771,0.7109185941250106
5,5,1,1,2,5.0,0.7535690571589674,0.6573687519897375
4,4,2,4,1,4.0,0.7836580957023955,0.6211923929348258
0,3,0,0,2,0.0,0.7020015154756069,0.7121754504824996
6,9,6,6,2,9.0,0.7129262923855025,0.7012389761168878
7,7,2,2,2,2.0,0.7035265622366209,0.7106689638836932
5,8,5,5,2,5.0,0.7035265622366209,0.7106689638836932
4,4,1,4,1,1.0,0.7029104120765632,0.7112783931727128
6,6,7,7,2,7.0,0.7023452803945737,0.7118364328323381
3,4,3,3,2,3.0,0.7027554777966536,0.7114314713496986
5,0,5,5,2,0.0,0.7438299368905009,0.6683689288001602
8,9,8,8,2,9.0,0.7397075921954605,0.6729284345667036
3,3,7,7,2,7.0,0.7039571317525781,0.7102424632860833
2,2,1,1,2,1.0,0.6992941554637311,0.7148340255851473
6,5,6,6,2,5.0,0.7256562174425901,0.6880574496994508
4,0,4,4,2,4.0,0.7031231753960862,0.7110680700333301
1,9,1,1,2,9.0,0.8017981864910908,0.5975949030401764
3,3,8,8,2,3.0,0.7102847408662503,0.7039144741320238
6,6,2,6,1,2.0,0.702179386223622,0.7120000769400363
7,5,7,5,1,7.0,0.7031893818579951,0.7110025972119728
0,0,4,4,2,4.0,0.7037635425467845,0.710434287025901
1,1,2,2,2,1.0,0.7150066690130576,0.6991176319238785
9,8,9,8,1,8.0,0.7709617516270896,0.6368814469962913
3,3,6,6,2,6.0,0.7044130702941792,0.7097902693040584
1,1,5,5,2,1.0,0.722337766058999,0.6915404194440805
4,4,7,7,2,7.0,0.7035265622366209,0.7106689638836932
2,2,8,8,2,8.0,0.7035976309449103,0.7105986023970985
0,0,9,9,2,0.0,0.846431864303332,0.5324970413927065
3,1,3,1,1,3.0,0.7025301812897969,0.7116539498779761
4,5,4,4,2,4.0,0.7022471119478896,0.7119332790092399
0,0,6,6,2,6.0,0.7027820897865867,0.7114051829128025
9,9,7,9,1,9.0,0.7106159308920413,0.7035801295960805
5,3,5,5,2,3.0,0.7608339519590859,0.6489466060827497
8,2,8,8,2,8.0,0.7023452803945737,0.7118364328323381
6,0,6,6,2,0.0,0.7704719917849997,0.6374738503459223
4,3,4,4,2,3.0,0.8648402746934762,0.5020471086144332
5,9,5,5,2,5.0,0.703054692658077,0.7111357810794342
1,1,7,7,2,1.0,0.741298409320304,0.6711755868170319
9,4,9,4,1,9.0,0.7028600079314319,0.7113282007980757
6,8,6,6,2,8.0,0.8007934745524887,0.5989405739421506
2,2,0,0,2,2.0,0.7638856255460444,0.64535164916821
3,3,5,5,2,3.0,0.7508077769579987,0.6605207658048217
0,7,0,7,1,0.0,0.7021448105364912,0.7120341740651742
8,8,1,1,2,8.0,0.8020431103403957,0.597266145998167
1,1,4,4,2,1.0,0.7417039045319462,0.6707274543375017
7,7,6,7,1,6.0,0.7022471119478896,0.7119332790092399
5,4,5,5,2,4.0,0.7390061745762599,0.6736986521718463
8,8,0,0,2,8.0,0.7536415938141726,0.6572855909520866
9,6,9,6,1,9.0,0.7038255960088933,0.7103728108554875
2,9,3,9,1,3.0,0.702701259061168,0.7114850247994325
2,8,7,7,2,7.0,0.7030313388330883,0.7111588687617946
0,9,7,7,2,9.0,0.7847686162307568,0.619788850318609
0,9,3,9,1,3.0,0.7009315268217042,0.7132285711519096
